620,620,554,581,Gwen,12703,500,true,1,0,0,0,0,0,false,false,625,625,593,464,Graves,43140,500,true,1,0,0,0,0,0,false,false,590,590,557,345,Qiyana,97637,500,true,1,0,0,0,0,0,false,false,630,630,458,271,Zeri,5486,500,true,1,0,0,0,0,0,false,false,500,500,335,269,Yuumi,33734,500,true,1,0,0,0,0,0,false,false,false,0,11,3,0,590,590,14500,14511,Jayce,28888,500,true,1,0,0,0,0,0,false,false,640,640,14539,14394,JarvanIV,273546,500,true,1,0,0,0,0,0,false,false,646,646,14503,14275,Kassadin,43712,500,true,1,0,0,0,0,0,false,false,580,580,14404,14201,Caitlyn,523275,500,true,1,0,0,0,0,0,false,false,530,530,14281,14199,Senna,3162,500,true,1,0,0,0,0,0,false,false,false,0,11,3,0,0,EUW1_6423648716,Platinum,SoloDuo,true
700,700,3038,9103,Gwen,12703,500,true,1,0,0,0,0,0,false,false,625,625,5134,8513,Graves,43140,500,true,1,0,0,0,0,0,false,false,590,590,4911,8421,Qiyana,97637,500,true,1,0,0,0,0,0,false,false,630,630,10318,2872,Zeri,5486,500,true,1,0,0,0,0,0,false,false,525,525,10318,2872,Yuumi,33734,500,true,1,0,0,0,0,0,false,false,false,0,11,3,0,685,685,4437,11814,Jayce,28888,500,true,1,0,0,0,0,0,false,false,640,640,7060,9848,JarvanIV,273546,500,true,1,0,0,0,0,0,false,false,726,726,8704,8652,Kassadin,43712,500,true,1,0,0,0,0,0,false,false,580,580,14001,5104,Caitlyn,523275,500,true,1,0,0,0,0,0,false,false,540,540,13902,4763,Senna,3162,500,true,1,0,0,0,0,0,false,false,false,0,11,3,0,60013,EUW1_6423648716,Platinum,SoloDuo,true
700,587,2019,11759,Gwen,12703,584,true,1,0,0,0,3,185,false,false,701,555,2501,8289,Graves,43140,611,true,2,0,0,0,4,325,false,false,590,349,7421,7717,Qiyana,97637,594,true,1,0,0,0,4,246,false,false,630,396,12341,1790,Zeri,5486,558,true,1,0,0,0,2,93,false,false,525,478,12341,1790,Yuumi,33734,523,true,1,0,0,0,0,93,false,false,false,0,11,3,0,685,685,2180,12635,Jayce,28888,584,true,1,0,0,0,3,185,false,false,714,497,10980,8679,JarvanIV,273546,611,true,2,0,0,0,4,325,false,false,726,649,7888,7573,Kassadin,43712,552,true,1,0,0,0,1,185,false,false,580,521,12696,2933,Caitlyn,523275,584,true,1,0,0,0,3,113,false,false,540,482,13095,2899,Senna,3162,583,true,1,0,0,0,0,113,false,false,false,0,11,3,0,120021,EUW1_6423648716,Platinum,SoloDuo,true
778,639,1046,10790,Gwen,12703,790,true,2,0,0,0,7,616,false,false,781,697,7936,3544,Graves,43140,993,true,3,0,0,0,16,835,false,false,772,388,7939,7642,Qiyana,97637,919,true,3,0,0,0,13,893,false,false,712,562,10257,1155,Zeri,5486,827,true,2,0,0,0,9,376,false,false,582,582,10257,1155,Yuumi,33734,737,true,2,0,0,0,0,376,false,false,false,0,11,3,0,860,853,1519,11281,Jayce,28888,1018,true,3,0,0,0,19,986,false,false,793,528,9257,5629,JarvanIV,273546,1008,true,3,0,0,0,16,860,false,false,901,741,8088,8453,Kassadin,43712,863,true,3,0,0,0,8,833,false,false,657,422,11348,1605,Caitlyn,523275,983,true,2,0,0,0,17,564,false,false,604,604,11495,1568,Senna,3162,845,true,2,0,0,0,0,564,false,false,false,0,11,3,0,180029,EUW1_6423648716,Platinum,SoloDuo,true
946,556,1076,10967,Gwen,12703,1190,true,4,0,0,0,21,1477,false,false,781,753,12778,3281,Graves,43140,1292,true,3,0,0,0,24,1114,false,false,870,230,6539,6604,Qiyana,97637,1191,true,4,0,0,0,21,1385,false,false,801,640,12959,3119,Zeri,5486,1211,true,3,0,0,0,21,887,false,false,641,641,12959,3119,Yuumi,33734,932,true,3,0,0,0,0,887,false,false,false,0,11,3,0,953,953,4088,13509,Jayce,28888,1330,true,4,0,0,0,30,1477,false,false,875,741,3754,10102,JarvanIV,273546,1269,true,4,0,0,0,23,1158,false,false,995,612,6858,7039,Kassadin,43712,1194,true,4,0,0,0,20,1405,false,false,737,291,13121,3662,Caitlyn,523275,1281,true,3,0,0,0,27,883,false,false,671,475,13377,3902,Senna,3162,1077,true,3,0,0,0,1,883,false,false,false,0,11,3,0,240047,EUW1_6423648716,Platinum,SoloDuo,true
946,940,829,10473,Gwen,12703,1368,true,4,0,0,0,24,1692,false,false,865,0,12690,4963,Graves,43140,1523,true,4,0,1,0,28,1317,false,false,973,297,7698,6968,Qiyana,97637,1444,true,5,0,0,0,28,2063,false,false,894,276,13578,3772,Zeri,5486,2000,true,4,1,0,0,32,1341,false,false,703,703,13578,3772,Yuumi,33734,1346,true,4,0,0,1,0,1341,false,false,false,0,11,3,0,1051,1051,1323,11189,Jayce,28888,1704,true,5,0,0,0,42,2125,false,false,875,875,12757,5032,JarvanIV,273546,1820,true,4,1,0,0,27,1439,false,false,1093,517,8199,8453,Kassadin,43712,1543,true,5,0,0,0,29,1900,false,false,822,0,13889,3892,Caitlyn,523275,1529,true,4,0,1,0,34,1166,false,false,741,419,13318,4964,Senna,3162,1485,true,4,0,0,1,1,1323,false,false,false,0,11,3,0,300084,EUW1_6423648716,Platinum,SoloDuo,true
1036,810,1124,10589,Gwen,12703,1645,true,5,0,0,0,33,2275,false,false,865,865,3588,9691,Graves,43140,1851,true,4,0,1,0,36,1702,false,false,1079,524,6194,6165,Qiyana,97637,1750,true,6,0,0,0,36,2711,false,false,894,894,9957,2603,Zeri,5486,2123,true,4,1,0,0,32,1341,false,false,743,743,9828,2772,Yuumi,33734,1481,true,4,0,0,1,0,1341,false,false,false,0,11,3,0,1152,1084,1585,11312,Jayce,28888,2103,true,6,0,0,0,55,2773,false,false,961,880,10497,4895,JarvanIV,273546,2168,true,5,1,0,0,35,1829,false,false,1196,1196,14340,14391,Kassadin,43712,1955,true,6,0,0,0,44,2700,false,false,822,822,12293,2162,Caitlyn,523275,1802,true,4,0,1,0,40,1568,false,false,891,891,11553,5657,Senna,3162,1644,true,4,0,0,1,1,1600,false,false,false,0,11,3,0,360109,EUW1_6423648716,Platinum,SoloDuo,true
1130,873,2529,13515,Gwen,12703,2505,true,6,1,0,0,43,2772,false,false,952,885,6959,11362,Graves,43140,2277,true,5,0,1,1,40,2241,false,false,1079,736,6773,6909,Qiyana,97637,1971,true,6,0,0,0,42,2987,false,false,990,490,10995,2066,Zeri,5486,2587,true,5,1,0,0,49,1886,false,false,807,807,10995,2066,Yuumi,33734,1635,true,5,0,0,1,0,1886,false,false,false,0,11,3,0,1152,1152,8355,12405,Jayce,28888,2225,true,6,0,1,0,55,2834,false,false,961,643,6264,9477,JarvanIV,273546,2410,true,5,1,0,0,43,2174,false,false,1302,1302,7029,7665,Kassadin,43712,2238,true,7,0,0,0,52,3244,false,false,910,844,12405,2216,Caitlyn,523275,2288,true,5,0,1,0,51,2013,false,false,965,965,12619,2424,Senna,3162,1849,true,5,0,0,1,2,1857,false,false,false,1,11,3,0,420134,EUW1_6423648716,Platinum,SoloDuo,true
1280,937,1114,10858,Gwen,12703,2696,true,6,1,0,0,44,2929,false,false,952,936,3574,8633,Graves,43140,2399,true,5,0,2,1,40,2241,false,false,1190,924,7210,7700,Qiyana,97637,2243,true,7,0,0,0,50,3543,false,false,996,724,11030,1573,Zeri,5486,2991,true,5,1,0,0,60,2304,false,false,807,807,11030,1573,Yuumi,33734,1849,true,5,0,0,1,0,2304,false,false,false,0,11,3,0,1257,1067,1730,11255,Jayce,28888,2680,true,7,0,1,1,67,3466,false,false,1050,1050,12723,14044,JarvanIV,273546,2757,true,6,1,0,1,48,2436,false,false,1302,742,8766,8535,Kassadin,43712,2733,true,7,1,0,0,55,3678,false,false,1002,771,11727,2808,Caitlyn,523275,2756,true,6,0,1,0,63,2409,false,false,965,731,12328,2532,Senna,3162,2171,true,5,0,0,1,2,2252,false,false,false,1,11,3,0,480154,EUW1_6423648716,Platinum,SoloDuo,true
1479,223,3990,13459,Gwen,12703,3478,true,8,2,0,0,62,4071,false,false,1043,964,4703,9876,Graves,43140,2742,true,6,0,2,1,49,2940,false,false,1306,527,5729,7302,Qiyana,97637,2949,true,8,1,0,0,60,4437,false,false,1097,773,13227,5050,Zeri,5486,3619,true,6,2,0,0,68,2778,false,false,874,150,13514,3626,Yuumi,33734,2220,true,6,0,0,2,1,2778,false,false,false,0,11,3,0,1257,1257,10370,14059,Jayce,28888,3083,true,7,0,2,1,73,3742,false,false,1050,637,7681,9785,JarvanIV,273546,3172,true,6,1,0,1,52,2758,false,false,1452,1452,8154,8287,Kassadin,43712,2958,true,7,1,1,0,61,3925,false,false,1002,0,12964,1239,Caitlyn,523275,3004,true,6,0,2,0,70,2615,false,false,1091,230,13875,4727,Senna,3162,2396,true,6,0,0,1,2,2582,false,false,false,1,11,3,0,540175,EUW1_6423648716,Platinum,SoloDuo,true
